mode,mean_accuracy,mean_accept_rate,delta_knowledge,delta_engagement,novelty_rate,serendipity,n_users
adaptive,0.8437499999999999,0.297125,-0.40496290757579934,-0.19561383621787065,,,16
linucb,0.40249999999999997,0.21950000000000003,-0.29607910453623104,-0.43091282224738414,,,16
als,0.79,0.36125,-0.4730503564134277,-0.2629902635145991,,,16
fixed,0.45625000000000004,0.22575,-0.21647591983877967,-0.3588704896950367,,,16
