run,round,ret_acc,ret_post_k,ret_post_e,ret_dk,ret_de,diff_dk,diff_de
standard_eps1_0,1,1.0,1.0409898236568709,0.9983700729068623,0.8121566188145614,1.0491797068691073,0.019347317047996804,-0.0010649073418775856
standard_eps1_0,2,0.823529411764706,1.0327092121506483,0.976672425520489,1.0934243539106718,-65.67872365798647,-0.0060140938102683505,-0.014181045622263189
standard_eps1_0,3,1.1666666666666667,1.2680785987386134,0.9837320708176306,-0.007853874825768608,-0.5242000320300204,0.07578529082139046,0.004663672565397681
standard_eps1_0,4,0.84,1.2818700678981774,0.9601342345627256,1.2220616103629873,1.4590620920431978,-0.017022651469928318,-0.014123842083530902
standard_eps1_0,5,0.8838095238095238,1.1100909919368644,0.9358431802895139,0.07542735808266428,0.031008197358368156,-0.03926209758199628,-0.016121355962641748
standard_eps1_0,6,1.0666666666666667,1.3543886751184717,0.9328817323356109,0.3384937006094478,-0.24654810528886786,0.04744313962397781,-0.001991823112768243
standard_eps1_0,7,1.125,1.5027445746886392,0.9468410615183414,0.8753744917679248,0.7301545424392187,0.006675729673625758,0.011090384616650129
standard_eps1_0,8,0.5427807486631017,1.0676746095847807,0.8932708911200439,-1.3273523263681057,-1.9306152709030908,-0.07312168422293688,-0.03318284349022693
standard_eps1_0,9,0.9747899159663865,1.0764547443525478,0.8672148057561915,1.1807226931650792,-0.08048157146133346,0.003110207016148031,-0.018067489712897844
standard_eps1_0,10,0.8205128205128205,1.1076086212807015,0.8433320873203051,0.9242189620619957,1.9373159532861355,0.002852570817972244,-0.012787295550558353
standard_eps1_0,11,1.6789473684210525,2.1099932686258422,0.8773522153198404,-0.34263051686345875,0.10931354075589893,0.10093470400683699,0.02411634395007467
standard_eps1_0,12,1.5555555555555556,1.849829709213458,0.9200032054643315,1.1879877259961327,-2.1568234994809683,0.008037312642845379,0.025564310964546588
standard_eps1_0,13,0.13636363636363638,1.3320713596188491,0.8384198375976948,5.843856579830279,2.8113271462980984,-0.08422449267100338,-0.04315064034201871
standard_eps1_0,14,0.7499999999999999,1.08839737088869,0.7767513736623253,14.772138729740886,6.850781706960013,-0.032895516014746606,-0.03280610788588417
standard_eps1_0,15,0.42105263157894735,0.6745325130179574,0.7077306073728404,-3.1406600535946114,57.24602038572728,-0.059175134303306925,-0.03753632095885018
standard_eps1_0,16,1.493212669683258,0.9950331620639353,0.7345426712165525,5.4678725681779135,-2.8410370874661712,0.046752096698723516,0.015726228027425404
standard_eps1_0,17,0.18125,0.7693823426444764,0.6667910277089716,1.485137802104168,2.0914262979565588,-0.02393574799137485,-0.02812768246669911
standard_eps1_0,18,1.0855263157894737,0.8914438665399307,0.666512711299946,1.215382202766854,0.6567452131012471,0.008696811185690517,-0.005048174734851085
standard_eps1_0,19,0.4779411764705882,0.5500449483739933,0.6052896576239968,-0.28116515091558886,-1.624711546473772,-0.07763590286929446,-0.03825212753189672
standard_eps1_0,20,1.8657407407407407,1.0577547406835763,0.6487113455530017,-1.394609933485998,-0.7455978099785328,0.10318435367162061,0.029649572467749796
standard_eps1_0,21,1.3,1.307183400110986,0.6610244399304163,0.33038186007790143,0.31384251591834755,0.028221058168537705,0.012859397624087165
standard_eps1_0,22,0.8615384615384616,1.0092746491364224,0.667894554726723,-1.5592260889306362,-1.318665805827364,-0.036481195014425566,0.004087000799040563
standard_eps1_0,23,0.9750692520775623,1.0674508386893649,0.6447394299250192,1.3680111740696363,-1.1183279361654146,0.00976989699785949,-0.014130945696348707
standard_eps1_0,24,1.3333333333333333,1.73243307587594,0.647335962028699,-0.01310688128322086,0.5016494252297304,0.06318221096744521,0.004570626166847058
standard_eps1_0,25,0.5714285714285714,1.382815990386815,0.5721702226215856,7.5089733158214536,-33.16766086348309,-0.037643888066398665,-0.03847234133317595
standard_eps1_0,26,1.0598290598290598,1.3494313898672274,0.5498799344778112,1.0499596463796175,-0.9887803337012654,0.0005321901421189157,-0.014594275703686266
standard_eps1_0,27,0.9649122807017544,1.7586864038365608,0.5363642613911814,0.6894579649395836,1.0728748416740082,0.012624146537572822,-0.0009434224481820741
standard_eps1_0,28,0.484375,0.8619661807764706,0.497129930713528,-0.4003292863111942,-1.0021204633716914,-0.0652139017606877,-0.026246454419399767
standard_eps1_0,29,0.3333333333333333,0.6435903829859437,0.48631365454507514,1.2274037742238177,0.7869191000471508,-0.009537553082836193,0.003941239492443627
standard_eps1_0,30,0.5921052631578947,0.4397928749845185,0.477988876255157,0.17708482925627841,0.2485199589799362,-0.04480521664608416,-0.01351011189426038
standard_eps1_0,31,2.4444444444444446,1.416637870293495,0.5430995130316716,-1.266641308913711,-0.8456590396131863,0.10284283887555402,0.0444371120154225
standard_eps1_0,32,1.2916666666666667,2.114054511751746,0.5510428091450863,-1.3729270123640498,-0.6047083132939224,0.03761682907187007,0.0053981807335468646
standard_eps1_0,33,0.47058823529411764,0.9776330972731437,0.4688508588099022,-1.0352609455739894,-18.656940042203946,-0.07285855571314327,-0.04106251474597525
standard_eps1_0,34,1.5265151515151516,1.8131489888037828,0.49328240651359984,-2.373014382941713,-1.0802591282908227,0.06678730959433984,0.015767843779154717
standard_eps1_0,35,1.3,1.6018586998086746,0.538197039379634,1.226128211222869,-2.6105774235169616,0.010097355036245523,0.024751932267394583
standard_eps1_0,36,0.9692307692307692,1.2526108903812967,0.5126385440285386,-0.7238834450233643,-1.0301486278309953,-0.03778964669888285,-0.015933228694450352
standard_eps1_0,37,1.0,1.197571852038747,0.5143862296397551,0.6087107994893749,1.027002242116394,-0.005338861720952021,4.433568583653291e-05
standard_eps1_0,38,0.5686274509803921,1.044666107736206,0.49207886671924606,2.205310971507773,1.0202426987961004,-0.025346734586580988,-0.00041315079357989726
standard_eps1_0,39,1.4444444444444444,1.141320475928435,0.5278250703886861,2.3503844999067063,-0.9403192424388177,0.01496155921989109,0.0218652084870741
standard_eps1_0,40,0.7017543859649122,0.8870560339393018,0.5060106875704765,-0.046339665644667356,-0.11440273713281238,-0.04266187808720462,-0.017693679625078035
standard_eps1_0,41,2.1176470588235294,1.3437316741079024,0.5464654380619633,-0.11309375109035144,-0.03195575735947023,0.0664516717762475,0.03373716394371476
standard_eps1_0,42,0.8941798941798942,0.9567110941140045,0.5573656676952193,0.32503788553044194,0.7650464878495544,-0.05406950143701564,-0.005361105485648554
standard_eps1_0,43,0.8425925925925926,0.9705335533682725,0.5619481467613592,0.8307832154744224,0.34026392682226875,0.0035290552462225455,0.006240008944468245
standard_eps1_0,44,1.9636363636363636,1.3343776019448366,0.6671330386110025,6.641037881062197,-1.50201700076158,0.07348599748303045,0.054366556378930064
standard_eps1_0,45,0.6363636363636364,1.1678688284319088,0.6160560765465464,2.7161264791421966,2.543416840743241,-0.037470990007896304,-0.017439572839970996
standard_eps1_0,46,1.0799999999999998,1.300981438380779,0.6203415980848344,9.528573659033922,0.8004920568060162,0.025001192171409142,-0.0019699471748918507
standard_eps1_0,47,0.19047619047619047,0.7801080098126044,0.5032801276042719,10.499469416862768,10.10379058688035,-0.0937350093110915,-0.047171345558948696
standard_eps1_0,48,0.6222222222222222,0.658855445199309,0.511895427000303,0.1957160886671333,0.68057639679419,-0.03669233469517805,-0.006848250412834822
standard_eps1_0,49,0.271875,0.38649361172980773,0.4777410360653693,-3.600208992450087,-33.92754614207068,-0.06910177564961138,-0.015297881178474776
standard_eps1_0,50,0.3052631578947368,0.37193209323683274,0.4875702799215975,0.41342294599596685,0.24696333894957104,0.04835695897133419,0.013586288803803637
strong_eps0_5,1,1.0,1.0617490439106725,0.9974050811305167,0.7170236864094298,1.0782963544121664,0.029145729924363872,-0.0016953814482399965
strong_eps0_5,2,0.823529411764706,1.00942105317582,0.9763849523272068,1.3931006127223984,-63.59766707097602,-0.025305435497546602,-0.013738452291378822
strong_eps0_5,3,1.1199999999999999,1.1405515585499737,0.9785632146474517,0.42969585846401154,0.5132888923736967,0.04288386074858325,0.0014892147960973157
strong_eps0_5,4,0.7466666666666667,1.0807540486694007,0.952702399402935,1.3400735445856318,1.4994763071150519,-0.026069131959196246,-0.015367255559612492
strong_eps0_5,5,0.7891156462585034,0.9668140464148662,0.9303947505201795,0.28052803565193263,0.09944106407101155,-0.030552470612979665,-0.014982821456146489
strong_eps0_5,6,1.0202898550724637,1.2414096863392265,0.9228420612777247,0.099522759749456,-2.0851010751587853,0.06458210220640406,-0.004929593651986197
strong_eps0_5,7,1.4062500000000002,1.3985144243261989,0.9381852753546325,0.7341470969486517,0.7000171222657298,0.014240761292740406,0.012329003135927219
strong_eps0_5,8,0.7818627450980392,1.112107253261137,0.9127491317277145,-0.46454235339957894,-0.42808614038800263,-0.04601357614964868,-0.016169969274900553
strong_eps0_5,9,0.8529411764705883,0.9526069479721004,0.8811687355814456,-0.9415290883577406,-0.26745457451997884,-0.033413387587965415,-0.02119399635454544
strong_eps0_5,10,0.586080586080586,0.7617493712029259,0.8311769065482186,1.8852469713162638,3.1211278825767366,-0.033322711667540805,-0.028937402633494647
