run,round,ret_acc,ret_post_k,ret_post_e,ret_dk,ret_de,diff_dk,diff_de
standard_eps1_0,1,0.9375,0.9850958374006716,0.9859195407774178,1.0824730283096762,1.4073998724519217,-0.007258219940362187,-0.009186798008519625
standard_eps1_0,2,1.0,1.0019253012341778,0.9881959108117041,0.8326271177731749,1.2006169942783496,0.008102622786589964,0.0014026855016738837
standard_eps1_0,3,1.04,1.0542684166133012,0.9995951832209446,0.6987598826363013,-14.294829915781289,0.019452406861802496,0.007517358275415775
standard_eps1_0,4,0.8076923076923077,0.9781570509511772,0.9836978312057723,1.332680589577711,1.3140561307227494,-0.026712376737354604,-0.00995863137167785
standard_eps1_0,5,1.3076923076923077,1.190877097631968,1.0104946308015408,-0.5432965321645054,0.12672220118439048,0.05560181853946072,0.016608453977768
standard_eps1_0,6,1.0096153846153846,1.2575864694497907,1.010851518084716,-4.790209308914932,1.031642901561429,0.016457880333365427,0.0003303591321025534
standard_eps1_0,7,1.0,1.2970679874052362,1.0018191900381521,1.0704916991141507,1.203095562573479,-0.003130330732681985,-0.005638468328511559
standard_eps1_0,8,0.9090909090909092,1.2601367466933864,0.9964683418221214,1.5908636207585303,1.260413905775967,-0.013884547041695505,-0.0031195096881837525
standard_eps1_0,9,1.0526315789473684,1.3611582239942495,0.990483122690717,-0.44942985433994903,0.008196466759491771,0.01511775018117964,-0.003498538390512951
standard_eps1_0,10,0.4462809917355372,0.9726969608731069,0.9490013940008517,4.36520644054273,2.0077438081012873,-0.06801436238400665,-0.022997151532397786
standard_eps1_0,11,1.2222222222222223,1.1496722839528644,0.9559536956061297,-5.803678795652665,0.5605189958643465,0.02706515128087686,0.004324075401812566
standard_eps1_0,12,1.1,1.0901022613136184,0.952308408128302,0.729261661344143,0.5747741194936123,-0.006807906012745113,-0.0022573087403566783
standard_eps1_0,13,0.7105263157894737,1.024532589753713,0.9141668948476143,1.2683741775003834,1.9306815043280363,-0.012806948548747449,-0.019384495001663282
standard_eps1_0,14,1.0636363636363637,1.0153898242985697,0.9078762639577067,1.0888140770175014,1.399871355567112,-0.0014348440893039022,-0.0027315787040525508
standard_eps1_0,15,0.9084249084249083,0.8218399236909856,0.8864043928635276,-1.668596534896864,1.6059003625245505,-0.023557632837853518,-0.009537049794562102
standard_eps1_0,16,1.0505050505050506,0.9150672810909485,0.875231837011274,8.16714664574242,1.1695416264133467,0.011278807876469218,-0.0032933473218296205
standard_eps1_0,17,0.7809917355371901,1.0772678268277593,0.8523078759104907,0.2332267906515783,3.242867647052128,0.018270025332071047,-0.010587644286580322
standard_eps1_0,18,0.9476923076923076,1.231612845013125,0.8542060927096679,2.1535767948600966,3.4586926782983096,0.0193431804583101,0.0008736729069404592
standard_eps1_0,19,0.9166666666666667,0.9949222337382853,0.8352881453540935,0.2211784294873248,-2.12510968020774,-0.027857845990303498,-0.009743759198198365
standard_eps1_0,20,1.3533333333333335,1.2891531705021158,0.8428061182529348,-1.3577358299025897,0.3617313354903578,0.04002067498027978,0.004897737315101458
standard_eps1_0,21,0.4869565217391304,0.753612287516319,0.7976495078451128,29.319931954476896,1.8640462542517064,-0.07205934106342955,-0.01768490824599611
standard_eps1_0,22,1.2121212121212122,0.9985974576786764,0.7985606756282734,-1.571015197321164,0.7529159615800729,0.03264505402848257,0.0022830998989238904
standard_eps1_0,23,0.7457142857142857,0.8150170346768879,0.7417767014273933,-1.2667179345152522,-3.1611317513797674,-0.024083784357016358,-0.027464018534962942
standard_eps1_0,24,0.46822742474916385,0.5595471984181728,0.7040109262608261,-2.7090704032734627,3.9771996166113572,-0.038007574048050385,-0.015809698973547726
standard_eps1_0,25,0.7384615384615385,0.7485373888364607,0.6604977641173122,-0.6446855168994085,3.5862456087240333,0.03153651097744031,-0.017498540126081263
standard_eps1_0,26,1.4879227053140096,1.0871166970146016,0.690691212972654,-1.0008929796885346,-0.4079776599092761,0.039641830594043886,0.01734133041160585
standard_eps1_0,27,1.2608695652173914,1.4239198088747247,0.7072983005144817,0.3382114369617411,0.32565311693304694,0.021015912664998027,0.012789557147964037
standard_eps1_0,28,1.074074074074074,1.5921205969599361,0.7193048241024007,0.4720425703688482,-0.1434677840761513,0.005598329263037591,0.006633790183120047
standard_eps1_0,29,0.9333333333333332,1.1483990380785027,0.7117783984088419,-0.9107006283461085,1.3428399593316347,-0.024708037729298485,-0.001680889537792496
standard_eps1_0,30,0.81,0.8725884414523281,0.7079284017171119,0.30681567105565777,-0.029878919931353873,-0.02464804910399468,-0.002182847801587562
standard_eps1_0,31,0.9800000000000001,0.9588402775120256,0.7306314432193094,1.5128929970475438,-14.499445191549238,0.008662914689209641,0.009433618825083756
standard_eps1_0,32,1.1956521739130435,1.0680724600404432,0.7717558469566085,-0.8373857076028526,-0.8846310676124343,0.013207086964055134,0.01907640406817629
standard_eps1_0,33,0.8425925925925924,0.896108810752884,0.7427919934136458,0.4781055590075133,-0.018261014344272623,-0.0253779613025768,-0.015406862928097287
standard_eps1_0,34,0.9615384615384616,1.0674269251130295,0.7341715282911006,-0.42149356878832667,-2.2751847180130182,0.02728611663419217,-0.0038719346223648476
standard_eps1_0,35,0.7363834422657951,0.7939636738700795,0.693805652016531,0.10011701116497784,-0.4171300060164482,-0.05235997471074608,-0.02131142910361694
standard_eps1_0,36,1.2205128205128206,1.0832974980919017,0.7389735169355053,13.015300024947948,5.2707325975861625,0.059965373401368344,0.018257558749575853
standard_eps1_0,37,0.8148148148148148,0.9448574733167003,0.6984761635584839,3.6186168732311685,2.351432149898698,-0.02858227003806052,-0.014343143512228596
standard_eps1_0,38,0.9309462915601023,0.9026806771987222,0.7179581911586957,0.7070881213227836,1.03140560036753,-0.012625657730938544,0.0008248758850149529
standard_eps1_0,39,0.8205128205128205,0.8842363387341388,0.7135367311316237,0.9695322409984782,1.0059590394547793,0.0016009388462609464,-4.0441849815220365e-05
standard_eps1_0,40,1.023529411764706,1.007733150344909,0.7373410837240048,3.1270606053925536,1.8778845143792677,0.02360588374394909,0.00809962198249159
standard_eps1_0,41,0.8035714285714286,0.9348483588275283,0.7093889162611169,1.3755039024863704,3.0274872735833704,-0.012517916011554803,-0.011033047184767275
standard_eps1_0,42,0.8916083916083917,0.8468038855492136,0.7136347594678423,0.6461199604177973,0.7847930166162314,-0.026115805815446536,-0.005725060293856776
standard_eps1_0,43,0.9440559440559441,0.9728931412640069,0.7298509409926792,0.5650776216959247,0.24827635253371985,0.03254324472667555,0.011959085280787762
standard_eps1_0,44,1.0843621399176955,0.9781509209688962,0.7448932892049893,0.9992676588634063,1.2880953095291061,-3.048507996922245e-05,0.0036422450880187474
standard_eps1_0,45,1.0980392156862746,1.118724779572736,0.759703703481555,-3.869557144036334,1.7080591760883461,0.028654912727312243,0.005188087582162937
standard_eps1_0,46,0.9428571428571428,1.1348937216947428,0.7338111453086092,0.9986752049145582,2.379832276171011,3.191065241031632e-05,-0.010342784674178929
standard_eps1_0,47,1.0694444444444444,1.163678103896757,0.72632762989238,0.8318875214866005,-1.2371413589676863,0.002608307578356589,-0.003999085989540296
standard_eps1_0,48,1.0746666666666667,1.1202804827609916,0.7334206256625088,0.26819874959156753,1.7845789208335194,-0.006087392024699351,0.002492504962742781
standard_eps1_0,49,0.5904761904761906,0.7342914293547845,0.677108838577881,-0.5724856881741759,-0.6429067605622318,-0.0797237917030722,-0.033219390918408365
standard_eps1_0,50,0.9935897435897437,0.8105273933918046,0.6686296175379649,0.4864614626341885,0.9515350935713776,0.026861037790018333,0.0007178656479138734
strong_eps0_5,1,1.0625,1.0193472035503364,1.0045959520701426,0.8929411528164716,0.8670220723931866,0.009421948912824218,0.0029986297078664625
strong_eps0_5,2,1.0,1.0164553813313761,1.0038882463115881,1.0455460436011628,0.9378481817599419,-0.002204911607016913,-0.0004345566768239051
strong_eps0_5,3,0.9629629629629631,1.029772755561053,1.0005191938082147,0.9393226523426318,5.5207832350184765,0.003918204734003339,-0.0022219499955381528
strong_eps0_5,4,0.8641975308641975,0.98757494623822,0.9894512762080372,1.1841305664570176,1.2194504882843045,-0.01478464693809084,-0.006958713119621929
strong_eps0_5,5,1.352785145888594,1.2059813060370679,1.0129702240202654,-0.5745492817140928,0.2373030561643702,0.05672779120453125,0.014505369434398063
strong_eps0_5,6,0.875,1.144007440954845,1.0129850064439792,6.762487564508878,1.0138461944286474,-0.016379085055383935,0.00014455743780295016
strong_eps0_5,7,0.6403162055335968,0.9942512676304407,0.986925198012123,1.8536710583996572,1.5676418950905657,-0.037909041536681676,-0.015759235735376853
strong_eps0_5,8,0.8893280632411068,1.0247461544626264,0.9822476923838173,0.7516581562643141,1.2129787486790957,0.00583571892164042,-0.0025512818445773133
strong_eps0_5,9,0.9629629629629629,0.9831307701295846,0.9746332742895862,1.728995122561276,-0.275035471738324,-0.00760351810967666,-0.004497625182446896
strong_eps0_5,10,0.6403162055335968,0.7772308272987776,0.9424953900811195,2.575395983599347,1.7627539035423798,-0.03184041015610141,-0.017406375470310986
strong_eps0_5,11,1.2173913043478262,1.0332764722518253,0.971754485060311,-9.026743369950731,-0.6924514275584707,0.039886557598169656,0.016652113556219206
strong_eps0_5,12,0.5384615384615384,0.8460510429906968,0.9056385691740088,-0.28805187036994506,-5.941839283639957,-0.03238897053352158,-0.0368507073709885
strong_eps0_5,13,0.6136363636363636,0.8416680120056514,0.85274306068648,0.8579677007048675,2.262468384319448,0.006777851603589777,-0.026295045052246502
strong_eps0_5,14,0.4727272727272727,0.5926429403359454,0.826182055730874,2.5925279735170714,2.903538730295398,-0.02572823393077442,-0.013003346665428905
strong_eps0_5,15,0.9538461538461539,0.8614382776742053,0.8137854874627358,4.320069389879448,1.2291792306270692,0.029308655190170646,-0.0036073484512583187
