run,baseline,round,d_acc,d_dk,d_de
off_open,linucb,41,-0.4708333333333333,-0.12987842953583828,-0.034277414966007974
off_open,linucb,42,-0.01666666666666672,0.014318558315158936,0.023640665628305635
off_open,linucb,43,-0.25833333333333336,-0.10841946676428452,-0.007916757497905436
off_open,linucb,44,0.01814516129032262,0.02322115895591939,0.011115404268225326
off_open,linucb,45,-0.15625,-0.05735293391535429,-0.0011438501469522855
off_open,linucb,46,-0.5333333333333333,-0.0982898146075421,-0.03497294360178782
off_open,linucb,47,-0.20265151515151514,-0.02516978444799131,0.011501041936122947
off_open,linucb,48,0.1713709677419355,0.06811512993073718,0.038184040705121935
off_open,linucb,49,0.11491935483870963,0.06507269850364336,0.023371287082342096
off_open,linucb,50,0.07459677419354838,0.003591682862006812,-0.016070008507385103
off_open,als,1,-0.0357142857142857,0.009261535347156513,0.002021600402787871
off_open,als,2,0.07142857142857151,0.02232299088946077,0.006900663624410441
off_open,als,3,0.32692307692307687,0.09964579233524984,0.04585107026014412
off_open,als,4,-0.07142857142857145,-0.07698027118047926,-0.04148056935183286
off_open,als,5,-0.11839080459770113,-0.05422229856483021,-0.012900307631390162
off_open,als,6,0.3300492610837438,0.09658378174660984,0.04416772746883646
off_open,als,7,0.15740740740740738,0.013684946908538359,-0.0003475793363602042
off_open,als,8,0.11857142857142855,-0.010138288998237072,0.013670527471314475
off_open,als,9,-0.01851851851851849,-0.046484496077011744,0.00994343984580115
off_open,als,10,0.022792022792022748,-0.004158392054103011,-0.02596543274747798
off_open,als,11,0.018518518518518545,-0.028683584806284163,-0.016986747122891055
off_open,als,12,0.0357142857142857,0.02377996444587377,0.013277714326388357
off_open,als,13,-0.3192848020434228,-0.13592763447064823,-0.0383187526353681
off_open,als,14,0.05128205128205132,0.047287061083607904,0.018219734552384348
off_open,als,15,0.019354838709677413,0.0320322682640506,-0.00648123096661668
off_open,als,16,0.01282051282051283,0.036234626490810815,-0.0030612385692579958
off_open,als,17,0.007407407407407363,-0.04059324040776946,0.010174515684151841
off_open,als,18,0.1642857142857143,0.029600977355446853,0.021031232259989707
off_open,als,19,0.23809523809523808,0.06580464719739808,0.019959268053014012
off_open,als,20,-0.019540229885057492,-0.04213979959663773,-0.020398864765683478
off_open,als,21,-0.027472527472527486,0.009643689038552603,-0.02253278633298822
off_open,als,22,0.17857142857142858,0.04099166858222995,0.022746859222553983
off_open,als,23,0.07535121328224781,-0.04006714965935101,0.016193787170212637
off_open,als,24,-0.1071428571428571,-0.04978824118182748,-0.014416785888186012
off_open,als,25,0.1574712643678161,0.03586485461881381,0.0181518279979076
off_open,als,26,-0.130184331797235,-0.05483319562363932,-0.0053820097997157035
off_open,als,27,-0.15632183908045977,-0.04141274710855754,-0.030809991552352145
off_open,als,28,-0.06896551724137928,-0.017095234187795474,0.00449883477842139
off_open,als,29,-0.00952380952380949,0.04944358114802609,-0.007052717001777897
off_open,als,30,0.15873015873015872,0.05484580850293644,0.01316627552178884
off_open,als,31,0.3300492610837438,0.08334092414917525,0.02929595463980844
off_open,als,32,-0.0482758620689655,-0.04840650653169053,-0.017704350171322603
off_open,als,33,0.1428571428571429,0.005590777746802042,0.009650406628920138
off_open,als,34,-0.04275862068965519,-0.043905200951206355,-0.000998607462880774
off_open,als,35,0.05384615384615388,0.043074795470658206,0.006317349494508129
off_open,als,36,0.3977832512315271,0.07956054915673699,0.02319144881254287
off_open,als,37,-0.0714285714285714,-0.08729631002477997,-0.01969699631295596
off_open,als,38,0.41246684350132623,0.1046188726321001,0.038890357406531184
off_open,als,39,-0.2008928571428571,-0.09204208339551435,-0.02389211510572009
off_open,als,40,0.3004926108374384,0.03358069966324578,0.018284063289312424
off_open,als,41,0.05287356321839082,-0.05809113509482415,-0.013938192573279606
off_open,als,42,0.11264367816091947,0.01588836005665542,0.01573409984673152
off_open,als,43,-0.15057471264367822,-0.07926689219410235,-0.020814643732071314
off_open,als,44,-0.22580645161290314,-0.04720563782967385,-0.026510399482320313
off_open,als,45,-0.23541666666666672,-0.05158260436550477,-0.028984402909584095
off_open,als,46,-0.11397849462365595,0.007146619149411337,-0.022885575507358757
off_open,als,47,-0.16031280547409577,-0.00435907779868791,-0.010285504721186944
off_open,als,48,0.03225806451612906,0.05970750196040664,0.02253680352986487
off_open,als,49,0.19354838709677413,0.07133418376566425,0.015990268212790537
off_open,als,50,0.18709677419354837,0.05189599323516604,0.039356398476190046
off_open,fixed,1,0.0,-0.004878476054447911,0.012420571257074409
off_open,fixed,2,0.1428571428571429,0.03242100986286328,0.01563151025776477
off_open,fixed,3,0.30769230769230765,0.06871552196346042,0.04864515144766346
off_open,fixed,4,-0.09142857142857147,-0.06972322900232558,-0.035983238888836255
off_open,fixed,5,0.1119047619047619,0.02251382617515907,0.005435723730709108
off_open,fixed,6,0.2987012987012987,0.03716172802191911,0.04470524290804534
off_open,fixed,7,0.12169312169312169,-0.015632505879050324,0.0039668813098690525
off_open,fixed,8,0.2581818181818182,0.02165327107061163,0.029483519933244495
off_open,fixed,9,0.05555555555555558,-0.03976855682761933,0.004798841909466833
off_open,fixed,10,0.1442495126705653,-0.0025905735129536783,0.00428816486536493
off_open,fixed,11,0.16666666666666669,-0.007302775371137549,-0.003258299305369028
off_open,fixed,12,0.05555555555555558,0.006011894746505486,0.02456166873717497
off_open,fixed,13,0.006734006734006703,-0.05422959349211287,-0.006252875771359245
off_open,fixed,14,0.12145748987854255,-0.005755294459134655,0.011851772681399642
off_open,fixed,15,0.2428842504743833,0.03905469596797147,0.0012924159509204447
off_open,fixed,16,-0.21634615384615385,-0.03455195251710173,-0.01643451127056844
off_open,fixed,17,0.07407407407407407,-0.03106032605980301,0.01737978421028702
off_open,fixed,18,0.17016806722689076,0.031469970269114134,0.010357440520370798
off_open,fixed,19,0.39495798319327724,0.08270160376722598,0.030105056332930535
off_open,fixed,20,0.013793103448275834,-0.026556058290009968,-0.013092078559217013
off_open,fixed,21,-0.08035714285714285,-0.041258305745115575,-0.03311884487940353
off_open,fixed,22,0.03991596638655459,-0.02896202426131915,-0.010303817568823703
off_open,fixed,23,-0.18390804597701144,-0.048175269758959735,0.007727551513668329
off_open,fixed,24,0.0267857142857143,0.01953790875515027,0.002608517726373605
off_open,fixed,25,0.12083333333333335,0.0017123153692571447,0.00021736337899325164
off_open,fixed,26,0.25892857142857145,0.03197206809550106,0.019330717539029485
off_open,fixed,27,-0.002155172413793094,-0.028325626975482174,-0.025974158049549112
off_open,fixed,28,0.060344827586206906,-0.0017315342437456277,0.008408321690197229
off_open,fixed,29,0.10714285714285715,0.018651138679157173,-0.0012669575493300944
off_open,fixed,30,0.13194444444444442,0.027376729813174613,2.905599296376682e-05
off_open,fixed,31,0.3839285714285714,0.03743357298831029,0.005394580466479698
off_open,fixed,32,-0.03749999999999998,-0.02808372098163886,-0.004940162819312727
off_open,fixed,33,0.2678571428571429,0.05036257341260231,0.010034578294984331
off_open,fixed,34,-0.1225,-0.06634149283524592,-0.008381434560319367
off_open,fixed,35,0.5288461538461539,0.1079179712190558,0.030352183229989893
off_open,fixed,36,0.3482142857142857,0.031940672156229685,0.007279920930243655
off_open,fixed,37,0.3125,-0.004650292700446673,-0.014375347912486625
off_open,fixed,38,0.40384615384615385,0.04020137281657872,0.0304470983283516
off_open,fixed,39,0.03125,-0.08129425720364078,-0.02493373999522633
off_open,fixed,40,0.2112068965517241,-0.011944583822063481,0.005386489102120862
off_open,fixed,41,-0.4083333333333333,-0.11744583218000293,-0.028460568968640465
off_open,fixed,42,-0.01666666666666672,0.015611636529132028,0.00956612772046106
off_open,fixed,43,-0.44583333333333336,-0.13356925188687568,-0.04283504834928842
off_open,fixed,44,-0.23185483870967738,-0.019974311535662287,-0.01490829407329508
off_open,fixed,45,-0.21875,-0.031960656760849415,0.00818624572762583
off_open,fixed,46,-0.35686274509803917,-0.06535995712817966,-0.024560411243553237
off_open,fixed,47,-0.14015151515151514,-0.003116518573074628,0.006251782571911391
off_open,fixed,48,0.2338709677419355,0.08857866750447416,0.05028693610409368
off_open,fixed,49,-0.07258064516129037,0.01451642600821515,0.005250300014700171
off_open,fixed,50,0.012096774193548376,-0.011760584870689456,0.0006549268572711431
