run,mode,round,accept_rate,accuracy,pre_knowledge,post_knowledge,pre_engagement,post_engagement
off_open,adaptive,1,0.35,0.5714285714285714,0.575,0.48699280432496717,0.675,0.6524501696497125
off_open,adaptive,2,0.35,0.6785714285714286,0.48699280432496717,0.4385821975481225,0.6524501696497125,0.6594420274767104
off_open,adaptive,3,0.2708333333333333,0.5769230769230769,0.4385821975481225,0.37400777422084414,0.6594420274767104,0.658950530786861
off_open,adaptive,4,0.2916666666666667,0.42857142857142855,0.37400777422084414,0.2937134090723934,0.658950530786861,0.6272408126904186
off_open,adaptive,5,0.3125,0.43333333333333335,0.2937134090723934,0.2576854537309283,0.6272408126904186,0.6082222896038437
off_open,adaptive,6,0.2916666666666667,0.5714285714285714,0.2576854537309283,0.25484309010375755,0.6082222896038437,0.6186625184008527
off_open,adaptive,7,0.28125,0.4074074074074074,0.25484309010375755,0.21043600711356197,0.6186625184008527,0.5908998816545595
off_open,adaptive,8,0.2604166666666667,0.44,0.21043600711356197,0.18693727313520161,0.5908998816545595,0.5789208374522601
off_open,adaptive,9,0.2708333333333333,0.5,0.18693727313520161,0.17650713735738982,0.5789208374522601,0.58244828847785
off_open,adaptive,10,0.28125,0.4074074074074074,0.17650713735738982,0.1562960853504177,0.58244828847785,0.5596278540107534
off_open,adaptive,11,0.25,0.5,0.1562960853504177,0.15231806814916907,0.5596278540107534,0.5497888044019611
off_open,adaptive,12,0.2708333333333333,0.5,0.15231806814916907,0.17746377173346575,0.5497888044019611,0.5550972977083152
off_open,adaptive,13,0.28125,0.37037037037037035,0.17746377173346575,0.12974327690780707,0.5550972977083152,0.5342690176667352
off_open,adaptive,14,0.2708333333333333,0.38461538461538464,0.12974327690780707,0.11358768381391997,0.5342690176667352,0.5274378739350755
off_open,adaptive,15,0.3229166666666667,0.41935483870967744,0.11358768381391997,0.12241540749930802,0.5274378739350755,0.5116975800114592
off_open,adaptive,16,0.2708333333333333,0.34615384615384615,0.12241540749930802,0.12398908924937647,0.5116975800114592,0.49227257276397435
off_open,adaptive,17,0.28125,0.4074074074074074,0.12398908924937647,0.10016193265427803,0.49227257276397435,0.48755198913948095
off_open,adaptive,18,0.2916666666666667,0.4642857142857143,0.10016193265427803,0.11692993678239158,0.48755198913948095,0.487907329566795
off_open,adaptive,19,0.2916666666666667,0.5714285714285714,0.11692993678239158,0.15269916435009429,0.487907329566795,0.49102522307943186
off_open,adaptive,20,0.3020833333333333,0.41379310344827586,0.15269916435009429,0.13572496627721975,0.49102522307943186,0.483351750155825
off_open,adaptive,21,0.2916666666666667,0.35714285714285715,0.13572496627721975,0.13318049190562656,0.483351750155825,0.46288420208305214
off_open,adaptive,22,0.2916666666666667,0.39285714285714285,0.13318049190562656,0.12048315193560356,0.46288420208305214,0.4536440264993761
off_open,adaptive,23,0.3020833333333333,0.4827586206896552,0.12048315193560356,0.1311081105995349,0.4536440264993761,0.46024415842883404
off_open,adaptive,24,0.2916666666666667,0.4642857142857143,0.1311081105995349,0.14135530731343565,0.46024415842883404,0.45493390012927726
off_open,adaptive,25,0.3125,0.43333333333333335,0.14135530731343565,0.12218051027570559,0.45493390012927726,0.44816789922547506
off_open,adaptive,26,0.2916666666666667,0.32142857142857145,0.12218051027570559,0.10236844086646879,0.44816789922547506,0.4358514180018147
off_open,adaptive,27,0.3020833333333333,0.3103448275862069,0.10236844086646879,0.07061220656632561,0.4358514180018147,0.41688557494816747
off_open,adaptive,28,0.3020833333333333,0.3103448275862069,0.07061220656632561,0.06000845529996164,0.41688557494816747,0.4110841083257565
off_open,adaptive,29,0.2916666666666667,0.35714285714285715,0.06000845529996164,0.07293985719659765,0.4110841083257565,0.4061812681169623
off_open,adaptive,30,0.28125,0.4444444444444444,0.07293985719659765,0.10849756973394173,0.4061812681169623,0.40830078698402783
off_open,adaptive,31,0.2916666666666667,0.5714285714285714,0.10849756973394173,0.12538786603176116,0.40830078698402783,0.40769214462886616
off_open,adaptive,32,0.2604166666666667,0.4,0.12538786603176116,0.11819988861939423,0.40769214462886616,0.3975700552735509
off_open,adaptive,33,0.2916666666666667,0.6428571428571429,0.11819988861939423,0.16682650601412166,0.3975700552735509,0.4127006187646994
off_open,adaptive,34,0.2604166666666667,0.44,0.16682650601412166,0.14763112079866078,0.4127006187646994,0.41388282219923234
off_open,adaptive,35,0.2708333333333333,0.6538461538461539,0.14763112079866078,0.20581643528997112,0.41388282219923234,0.42892126540002473
off_open,adaptive,36,0.2916666666666667,0.5357142857142857,0.20581643528997112,0.2108071865218887,0.42892126540002473,0.4331963068202942
off_open,adaptive,37,0.3125,0.5,0.2108071865218887,0.19989216098675106,0.4331963068202942,0.4225830151997687
off_open,adaptive,38,0.2708333333333333,0.6538461538461539,0.19989216098675106,0.2429961067466695,0.4225830151997687,0.4488482632880615
off_open,adaptive,39,0.3333333333333333,0.40625,0.2429961067466695,0.19045076377671288,0.4488482632880615,0.44206162424629697
off_open,adaptive,40,0.3020833333333333,0.5862068965517241,0.19045076377671288,0.20154865336392216,0.44206162424629697,0.451287919789531
off_open,adaptive,41,0.3125,0.4666666666666667,0.20154865336392216,0.1682123393371747,0.451287919789531,0.4458461854178683
off_open,adaptive,42,0.3125,0.7333333333333333,0.1682123393371747,0.2420108102717867,0.4458461854178683,0.4724487621736957
off_open,adaptive,43,0.3125,0.36666666666666664,0.2420108102717867,0.16718540153201614,0.4724487621736957,0.45653987687908454
off_open,adaptive,44,0.3229166666666667,0.5806451612903226,0.16718540153201614,0.2088122861161798,0.45653987687908454,0.4691823773556526
off_open,adaptive,45,0.3333333333333333,0.53125,0.2088122861161798,0.20292778535364014,0.4691823773556526,0.4765095722531531
off_open,adaptive,46,0.3125,0.4666666666666667,0.20292778535364014,0.1788405489493209,0.4765095722531531,0.46901388973231817
off_open,adaptive,47,0.34375,0.48484848484848486,0.1788405489493209,0.16332529629573103,0.46901388973231817,0.47080147725936905
off_open,adaptive,48,0.3229166666666667,0.4838709677419355,0.16332529629573103,0.17164366418769877,0.47080147725936905,0.47397834691079277
off_open,adaptive,49,0.3229166666666667,0.6774193548387096,0.17164366418769877,0.22234288027763346,0.47397834691079277,0.49419823504798693
off_open,adaptive,50,0.3229166666666667,0.3870967741935484,0.22234288027763346,0.17003709242420062,0.49419823504798693,0.4793861637821294
off_open,linucb,1,0.35,0.5714285714285714,0.575,0.4943079647274527,0.675,0.6521270084499097
off_open,linucb,2,0.35,0.5,0.4943079647274527,0.43208295831175025,0.6521270084499097,0.6376519036959138
off_open,linucb,3,0.3125,0.28,0.43208295831175025,0.326398370658613,0.6376519036959138,0.5865088171425894
off_open,linucb,4,0.275,0.6363636363636364,0.326398370658613,0.3458334684606876,0.5865088171425894,0.5899175262415034
off_open,linucb,5,0.2875,0.21739130434782608,0.3458334684606876,0.24805220315637833,0.5899175262415034,0.5316339769439712
off_open,linucb,6,0.2125,0.35294117647058826,0.24805220315637833,0.22433759959179078,0.5316339769439712,0.5130663152855428
off_open,linucb,7,0.2375,0.42105263157894735,0.22433759959179078,0.19376453665344368,0.5130663152855428,0.5008493783286418
off_open,linucb,8,0.2375,0.21052631578947367,0.19376453665344368,0.14497950808243668,0.5008493783286418,0.46940122211573676
off_open,linucb,9,0.2,0.5625,0.14497950808243668,0.18145417586715734,0.46940122211573676,0.4913791110300455
off_open,linucb,10,0.275,0.22727272727272727,0.18145417586715734,0.14682669294213332,0.4913791110300455,0.4687361362561501
off_open,linucb,11,0.25,0.35,0.14682669294213332,0.14715809807646224,0.4687361362561501,0.454687765709227
off_open,linucb,12,0.2,0.5625,0.14715809807646224,0.18157572690296736,0.454687765709227,0.4428674717905932
off_open,linucb,13,0.2375,0.10526315789473684,0.18157572690296736,0.13042403968394392,0.4428674717905932,0.3951797363164594
off_open,linucb,14,0.2375,0.10526315789473684,0.13042403968394392,0.09254516690641672,0.3951797363164594,0.36205563537777563
off_open,linucb,15,0.2,0.1875,0.09254516690641672,0.0793962573779728,0.36205563537777563,0.3392704503337659
off_open,linucb,16,0.2,0.5625,0.0793962573779728,0.1298121141502743,0.3392704503337659,0.325662390360201
off_open,linucb,17,0.2,0.75,0.1298121141502743,0.19297231781819107,0.325662390360201,0.3295599457739259
off_open,linucb,18,0.2,0.0,0.19297231781819107,0.11435809126836878,0.3295599457739259,0.26567891537641874
off_open,linucb,19,0.2,0.125,0.11435809126836878,0.06727282624170046,0.26567891537641874,0.2479482153616129
off_open,linucb,20,0.2,0.0,0.06727282624170046,0.00845836600505925,0.2479482153616129,0.22853605157801096
off_open,linucb,21,0.2,0.1875,0.00845836600505925,0.021908825966923236,0.22853605157801096,0.23028490782685063
