run,mode,round,accept_rate,accuracy,pre_knowledge,post_knowledge,delta_knowledge,pre_engagement,post_engagement,delta_engagement
off_open,adaptive,43,0.3125,0.36666666666666664,0.2420108102717867,0.16718540153201614,-0.07482540873977056,0.4724487621736957,0.45653987687908454,-0.015908885294611153
off_open,adaptive,44,0.3229166666666667,0.5806451612903226,0.16718540153201614,0.2088122861161798,0.041626884584163665,0.45653987687908454,0.4691823773556526,0.012642500476568064
off_open,adaptive,45,0.3333333333333333,0.53125,0.2088122861161798,0.20292778535364014,-0.005884500762539657,0.4691823773556526,0.4765095722531531,0.0073271948975005
off_open,adaptive,46,0.3125,0.4666666666666667,0.20292778535364014,0.1788405489493209,-0.024087236404319257,0.4765095722531531,0.46901388973231817,-0.007495682520834934
off_open,adaptive,47,0.34375,0.48484848484848486,0.1788405489493209,0.16332529629573103,-0.015515252653589856,0.46901388973231817,0.47080147725936905,0.0017875875270508823
off_open,adaptive,48,0.3229166666666667,0.4838709677419355,0.16332529629573103,0.17164366418769877,0.008318367891967743,0.47080147725936905,0.47397834691079277,0.0031768696514237194
off_open,adaptive,49,0.3229166666666667,0.6774193548387096,0.17164366418769877,0.22234288027763346,0.05069921608993469,0.47397834691079277,0.49419823504798693,0.020219888137194164
off_open,adaptive,50,0.3229166666666667,0.3870967741935484,0.22234288027763346,0.17003709242420062,-0.052305787853432845,0.49419823504798693,0.4793861637821294,-0.01481207126585754
off_open,linucb,1,0.35,0.5714285714285714,0.575,0.4943079647274527,-0.08069203527254726,0.675,0.6521270084499097,-0.02287299155009037
off_open,linucb,2,0.35,0.5,0.4943079647274527,0.43208295831175025,-0.062225006415702444,0.6521270084499097,0.6376519036959138,-0.014475104753995827
off_open,linucb,3,0.3125,0.28,0.43208295831175025,0.326398370658613,-0.10568458765313726,0.6376519036959138,0.5865088171425894,-0.051143086553324446
off_open,linucb,4,0.275,0.6363636363636364,0.326398370658613,0.3458334684606876,0.019435097802074586,0.5865088171425894,0.5899175262415034,0.003408709098913998
off_open,linucb,5,0.2875,0.21739130434782608,0.3458334684606876,0.24805220315637833,-0.09778126530430925,0.5899175262415034,0.5316339769439712,-0.05828354929753221
off_open,linucb,6,0.2125,0.35294117647058826,0.24805220315637833,0.22433759959179078,-0.023714603564587544,0.5316339769439712,0.5130663152855428,-0.01856766165842838
off_open,linucb,7,0.2375,0.42105263157894735,0.22433759959179078,0.19376453665344368,-0.030573062938347106,0.5130663152855428,0.5008493783286418,-0.012216936956900959
off_open,linucb,8,0.2375,0.21052631578947367,0.19376453665344368,0.14497950808243668,-0.048785028571007,0.5008493783286418,0.46940122211573676,-0.03144815621290509
off_open,linucb,9,0.2,0.5625,0.14497950808243668,0.18145417586715734,0.036474667784720666,0.46940122211573676,0.4913791110300455,0.02197788891430874
off_open,linucb,10,0.275,0.22727272727272727,0.18145417586715734,0.14682669294213332,-0.03462748292502402,0.4913791110300455,0.4687361362561501,-0.022642974773895375
off_open,linucb,11,0.25,0.35,0.14682669294213332,0.14715809807646224,0.00033140513432891594,0.4687361362561501,0.454687765709227,-0.01404837054692315
off_open,linucb,12,0.2,0.5625,0.14715809807646224,0.18157572690296736,0.03441762882650512,0.454687765709227,0.4428674717905932,-0.011820293918633762
